TargetSiteID,Site name,Site type,Owner type,Company,Easting,Northing,StatusSummary,Status_2012,Status_2013,Status_2014,Status_2015,Status_2016,Status_2017,Status_2018,Status_2019,Status_2020,Survey_2012,Survey_2013,Survey_2014,Survey_2015,Survey_2016,Survey_2017,Survey_2018,Survey_2019,Survey_2020,SPHN_2013,SPHN_2014,SPHN_2015,SPHN_2016,SPHN_2017,SPHN_2018,SPHN_2019,SPHN_2020,Spray_2013,Spray_2014,Spray_2015,Spray_2016,Spray_2017,Spray_2018,Spray_2019,Spray_2020,Nest removal_2013,Nest removal_2014,Nest removal_2015,Nest removal_2016,Nest removal_2017,Nest removal_2018
14295,29 Darwin Drive,Residential garden,Local Authority,London Borough of Ealing,513764,181282,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14296,3 Langley Grove,Residential garden,Private individual(s),,521056,169312,Infested,,,,,,Infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,
14299,30 Westfields Road,Residential garden,Private individual(s),,519953,181428,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14300,"32 Malcolm Drive, KT6 6QS",Residential garden,Private individual(s),,517919,166107,Infested,,Not infested,,,,Infested,,Infested,,,Surveyed,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14301,33 Darwin Drive,Residential garden,Private individual(s),,513782,181292,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14303,"36 Red Lion Road, KT6 7QQ",Residential garden,Private individual(s),,519141,166147,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14304,"38 Hook Road, Surbiton, KT6",Residential garden,Private individual(s),,518280,166001,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14306,"39 Addison Gardens, KT5",Residential garden,Private individual(s),,518921,168192,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14307,4 Marconi Way,Residential garden,Private individual(s),,513797,181059,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14308,"40 Hook Road, Surbiton, KT6 5BH",Residential garden,Private individual(s),,518239,165990,Not infested,,,,,,,,Not infested,,,,,,Surveyed,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14311,46 Church Road,Residential garden,Private individual(s),,521497,166510,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14312,"47 Parkside Crescent, Kingston",Residential garden,Private individual(s),,520070,167165,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14313,"47 Shrewsbury Close, KT6 5BT",Residential garden,Private individual(s),,518207,165873,Not infested,,,,,,Not infested,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14314,47a Langley Avenue KT6 6QR,Residential garden,Private individual(s),,517845,166091,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14315,"48 Herne Road, Surbiton, KT6 5BP",Residential garden,Private individual(s),,518008,165877,Infested,,,,,,Not infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14316,"5 Dunton Close, Surbiton",Residential garden,Private individual(s),,518106,166195,Not infested,,,,,,,,Not infested,,,,,,Surveyed,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14317,"50 Herne Road, Surbiton, KT6",Residential garden,Private individual(s),,518005,165897,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14318,"52 Broad Lane, Hampton TW12 3EL",Residential garden,Private individual(s),,513306,170597,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14320,53 Langley Avenue KT6 6QR,Residential garden,Private individual(s),,517850,166042,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14323,61 Greenfield Avenue,Residential garden,Private individual(s),,519972,167229,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14325,"64 Glebe Gardens, Old Malden, KT3",Residential garden,Private individual(s),,521438,166837,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14326,"64 Thorkhill Road, Thames Ditton KT7",Residential garden,Private individual(s),,516583,166686,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14327,"65 Grand Drive, London, SW20 9DJ",Residential garden,Private individual(s),,523230,168922,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14328,7 Badgers Walk Kt34rx,Residential garden,Private individual(s),,521244,169505,Not infested,,,,Not infested,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14329,7 Selborne Road,Residential garden,Private individual(s),,521166,169188,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14330,"71 effingham Road, Long Ditton",Residential garden,Private individual(s),,516927,166527,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14331,8 Lowfield Road,Residential garden,Private individual(s),,519928,181358,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14332,81 Grand Drive,Residential garden,Private individual(s),,523213,168773,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14333,83 Grand Drive,Residential garden,Private individual(s),,523213,168765,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14334,86A Wenselydale Road,Residential garden,Private individual(s),,513502,170432,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14336,"9 Lyndhurst Drive, Old Malden, KT3",Residential garden,Private individual(s),,521521,166871,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14337,"92 Ditton Road, KT6",Residential garden,Private individual(s),,518189,166147,Not infested,,,,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14338,A244 Oxshott / Leatherhead Road,Road verge,Local Authority,Surrey County Council Highways Department,515532,159299,Infested,,,,,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,Spraying,,,,,,,,
14339,ACS Egham International School,School grounds,School,ACS Egham International School,498999,169576,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14340,Acton Garden Village Association Allotments,Other,Public / private organisation,Acton Garden Village Association,519962,181272,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14341,Acton Garden Village Association Sports Ground,Recreation ground / sports field,Public / private organisation,Acton Garden Village Association,519919,181372,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14342,Alric Avenue Allotments,Allotment,Local Authority,Alric Avenue Allotment Association,521685,168987,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14343,"Alric Avenue, New Malden",Street tree,Unknown,,521674,168833,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14344,"Ashman House, Christhchurch Road, Virginia Water GU25",Residential garden,Private individual(s),,499035,168388,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14345,"Barge Walk, Kingston",Road verge,Local Authority,London Borough of Richmond upon Thames,516999,167337,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14347,Berrylands Allotment,Allotment,Local Authority,,519713,167283,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14348,Berrylands Scout Hall,Other open space,Public / private organisation,Berrylands Scout Hall,519829,167302,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14349,Berystede Road,Street tree,Local Authority,Royal Borough Kingston-upon-Thames,519670,170187,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14350,"Brackenwood, Pachesham Drive",Residential garden,Private individual(s),,515752,159313,Infested,,,,,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
14351,Callow Hill Street tree,Street tree,Local Authority,,499043,168584,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14352,"Callow House, Callow Hill, Virginia Water GU25",Residential garden,Private individual(s),,499056,168551,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14355,"Christ Church, Virginia Water, GU25",Private garden / land,Public / private organisation,Christ Church,498908,168482,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14356,"Christchurch Rd,  Virginia Water Parkway  GU25 4PT",Street tree,Local Authority,,498801,168523,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14357,Christchurch Road (Callow Hill to London Road),Road verge,Local Authority,,498892,168460,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14358,"Christchurch Road, between Roundabout And Station, Virginia Water, GU25",Road verge,Local Authority,,499001,168429,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14359,"Christchurch Road, GU25",Street tree,Local Authority,Runnymede Borough Council,498698,168549,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14360,"Christchurch Road, Virginia Water GU25 4PT Nareg Lodge",Road verge,Local Authority,,498749,168605,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14361,"Church Estate Almshouses, Sheen Road, Richmond",Residential garden,Public / private organisation,The Richmond Charities,518802,175081,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14362,Coombe Wood tennis Club,Recreation ground / sports field,Public / private organisation,,519736,169966,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14363,"Crabapple Court, Oxsholt Road, KT22 0DQ",Residential garden,Private individual(s),,515892,159001,Infested,,,,,,Not infested,Infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
14364,DELETE: FELLED - Craddocks Close,Residential garden,Local Authority,Surrey County Council,519185,159129,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,,
14365,"Craigside, Galsworthy Road",Residential garden,Public / private organisation,Grace Miller,519658,169946,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14366,"Crown Estate Pine Plantation, Virginia Water, GU25",Woodland,Public / private organisation,The Crown Estate,499133,169107,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14367,"Cumberland House, Kingston Hill",Amenity,Unknown,,519696,170248,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14368,"Deer Lodge Retirement Home, TW11",Residential garden,Public / private organisation,Deer Lodge Retirement,516758,170188,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14369,"Ditton Road, Outside Shrewsbury House School",Street tree,Local Authority,Royal Borough Kingston-upon-Thames,518058,166053,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14370,"Drakelow House, Christhchurch Road, Virginia Water, GU25",Residential garden,Private individual(s),,498793,168480,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14371,"Dukes Avenue, outside Vanfame Court",Street tree,Unknown,,521826,168741,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14372,"Durwood House, Quentin Way, Virginia Water, GU25",Residential garden,Private individual(s),,498661,168459,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14373,East of Rutherford Tower,Other,Local Authority,London Borough of Ealing,513623,181237,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14374,"Elmbridge Meadows (south), Elmbridge Avenue, KT5",Woodland,Unknown,,520423,167010,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14376,Fairview Galsworthy Road,Residential garden,Private individual(s),,519678,169918,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14377,"Fairways, Traps Lane",Residential garden,Private individual(s),,521199,169395,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14378,"Footbridge at Bushy Park Road, TW11",Railway / underground,Network Rail,Network Rail Ltd,516884,170142,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14379,"Four Acres And Edinburgh Court, Grand Drive",Street tree,Local Authority,London Borough of Merton,523694,167442,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14380,Grand Avenue Primary And nursery School,School grounds,School,,520031,167070,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14381,"Greenfield Avenue, Surbiton",Street tree,Unknown,,519837,167043,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14382,"Hangmoor, Callow Hill, GU25",Residential garden,Private individual(s),,499043,168622,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14383,"Harewood Dental Practice, Christchurch Road, Virginia Water, GU25 4PT",Other,Public / private organisation,,498713,168572,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14384,Herne Road near Dutton Road,Street tree,Unknown,,517885,165908,Infested,,Not infested,,,,Infested,,,,,Surveyed,Surveyed,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14385,"Highgate House Christchurch Road ,Virginia Water GU25",Residential garden,Private individual(s),,499047,168412,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14388,Hogsmill Wood nature Reserve,Nature reserve,Local Authority,Royal Borough Kingston-upon-Thames,520519,167021,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14390,"Holy Trinity Church, Southall",Private garden / land,Public / private organisation,,513199,180412,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14391,"Ilex Holm, Ditton Road, Surbiton, KT6 6RJ",Residential garden,Private individual(s),,517920,165942,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14392,"Kingsmeadow Athletics & Fitness Centre, KT1 3PB",Recreation ground / sports field,Public / private organisation,Weir Archer Athletics and Fitness Centre,519367,168754,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14394,Laneside,Residential garden,Private individual(s),,512738,159295,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14395,"Leas Cottage, Callow Hill, Virginia Water, GU25",Residential garden,Private individual(s),,499165,169116,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14396,"Left Hand Side Of The Roundabout Woodlands Rd W, Virginia Water GU25 4PL",Street tree,Local Authority,,499158,168561,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14397,Little Brook Park,Residential garden,Private individual(s),,515775,159136,Infested,,,,,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
14398,"Long Ditton Village Hall, 2 Ewell Road, KT6 5LE",Other,Public / private organisation,Long Ditton Village Hall,516682,166679,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14399,Long gardens Callow Hill gu25,Park / public garden,Local Authority,,499176,169212,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14400,Love Lane off Herne Lane,Road verge,Local Authority,,517987,165815,Not infested,,,,,,Not infested,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14401,"Lower Marsh Lane, unmarked track (Kingston Uni.)",Road verge,Local Authority,,519295,168188,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14402,"Malcolm Drive Open Space, KT6 6QS",Other,Unknown,,518057,166250,Not infested,,,,,,,,Not infested,,,,,,Surveyed,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14403,Malden Manor Allotment,Allotment,Local Authority,,520611,166899,Infested,,,,,,Not infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14405,"Malden Rifle And Pistol Club, The Allotments, Cambridge Avenue",Recreation ground / sports field,Public / private organisation,Malden Rifle and Pistol Club,521590,169078,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14406,"Manor Park, Malden",Park / public garden,Local Authority,,521652,166742,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14407,"Montague House, Soames Walk",Residential garden,Private individual(s),,521234,169510,Infested,,,,,,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14408,Mount Road Amenity Area,Recreation ground / sports field,Local Authority,London Borough of Barnet,522326,187986,Infested,,,,,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
14409,"Multnomah, Christchurch Road, GU25",Residential garden,Private individual(s),,498792,168573,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14410,Northern Railway embankment - West of Malden Road,Railway / underground,Network Rail,,521450,166662,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14411,Oak between Blocks 4-38 And 40-74 Wallis Road,Footpath,Local Authority,London Borough of Ealing,513645,181359,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14412,Oak tree between Blocks 1-20 Whittle Close And 4-38 Wallis Road,Amenity,Local Authority,London Borough of Ealing,513654,181316,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14413,Outside No 10 Swan Road,Street tree,Local Authority,London Borough of Ealing,513725,181298,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14414,"Pachesham Corner, Pachesham Drive",Residential garden,Private individual(s),,515730,159223,Infested,,,,,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
14415,Pachesham Gates,Residential garden,Private individual(s),,515632,159285,Infested,,,,,,Not infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
14417,"Pinewood Manor, George Road",Residential garden,Private individual(s),,519900,170210,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14418,Raeburn Avenue,Street tree,Unknown,,519626,167041,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14420,Railway embankment between London Road And Hillcross Avenue facing Mordern Park,Railway / underground,Network Rail,,525261,168101,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14421,"Railway Embankment, (Long Ditton St Mary’s School) KT7",Railway / underground,Network Rail,Network Rail Ltd,516797,166398,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14422,"Railway embankment, Effingham Road (between Ewell & Windmill Lane) KT6",Railway / underground,Network Rail,Network Rail Ltd,516931,166547,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14423,"Raynes field, Grand Drive",Residential garden,Private individual(s),,523245,168890,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14424,Rear of 104-110 Kings Avenue,Street tree,Local Authority,,513753,181326,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14425,Rear of 112-118 Kings Avenue,Street tree,Local Authority,,513747,181327,Infested,,,,,,Not infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14426,Rear of 120-126 Kings Avenue,Street tree,Local Authority,,513725,181337,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14427,Rear of King's Avenue,Street tree,Local Authority,,513785,181319,Infested,,,,,,Not infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14428,Rear of Nos 128-134 King's Avenue,Street tree,Local Authority,,513699,181364,Infested,,,,,,Infested,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14429,Road verge on Corner of Kingston Hill And Galsworthy Road,Street tree,Local Authority,Royal Borough Kingston-upon-Thames,519634,170161,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14430,Royal Holloway University - Huntersdale Campus,Other open space,Public / private organisation,Royal Holloway University,499449,169403,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14431,"Ryehill Court And Columbia Court, Old Malden, KT3",Road verge,Local Authority,,521524,166808,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14432,"Santana, Christchurch Road, GU25",Residential garden,Private individual(s),,498816,168530,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14433,"Shendam House Callow Hill, Virginia Water GU25 4LD",Residential garden,Private individual(s),,498999,168510,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14434,"Sherwood House 16/18,Herne Road, Surbiton KT65Bu",Amenity,Unknown,Royal Borough Kingston-upon-Thames,517912,165887,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
